#BPM:110
1236,4,74
1240,4,76
1244,4,72
1248,4,76
1252,4,77
1256,8,79
1264,4,76
1268,4,77
1272,8,79
1280,2,79
1282,2,81
1284,2,79
1286,2,77
1288,4,76
1292,4,72
1296,2,79
1298,2,81
1300,2,79
1302,2,77
1304,4,76
1308,4,72
1312,4,76
1316,4,67
1320,8,72
1328,4,76
1332,4,67
1336,8,72
1344,2,79
1346,2,81
1348,2,79
1350,2,77
1352,4,76
1356,4,72
1360,2,79
1362,2,81
1364,2,79
1366,2,77
1368,4,76
1372,4,72
1376,4,76
1380,4,67
1384,8,72
1392,4,76
1396,4,67
1400,8,72
1408,4,72	
1412,4,74	
1416,4,76	
1420,4,72	
1424,4,72	
1428,4,74	
1432,4,76	
1436,4,72	
1440,4,76	
1444,4,77	
1448,8,79	
1456,4,76	
1460,4,77	
1464,8,79	
1472,2,79	
1474,2,81	
1476,2,79	
1478,2,77	
1480,4,76	
1484,4,72	
1488,2,79	
1490,2,81	
1492,2,79	
1494,2,77	
1496,4,76	
1500,4,72	
1504,4,76	
1508,4,67	
1512,8,72	
1520,4,76	
1524,4,67	
1528,8,72	
1536,2,79	
1538,2,81	
1540,2,79	
1542,2,77	
1544,4,76	
1548,4,72	
1552,2,79	
1554,2,81	
1556,2,79	
1558,2,77	
1560,4,76	
1564,4,72	
1568,4,76	
1572,4,67	
1576,8,72	
1584,4,76	
1588,4,67	
1592,8,72	
1600,4,72
1604,4,74
1608,4,76
1612,4,72
1616,4,72
1620,4,74
1624,4,76
1628,4,72
1632,4,76
1636,4,77
1640,8,79
1648,4,76
1652,4,77
1656,8,79
1664,2,79
1666,2,81
1668,2,79
1670,2,77
1672,4,76
1676,4,72
1680,2,79
1682,2,81
1684,2,79
1686,2,77
1688,4,76
1692,4,72
1696,4,76
1700,4,67
1704,8,72
1712,4,76
1716,4,67
1720,8,72
1728,2,79
1730,2,81
1732,2,79
1734,2,77
1736,4,76
1740,4,72
1744,2,79
1746,2,81
1748,2,79
1750,2,77
1752,4,76
1756,4,72
1760,4,76
1764,4,67
1768,8,72
1776,4,76
1780,4,67
1784,8,72
